sample_name	run	year_uid	uid	curid	year	date	col_area	valley_position	sex	age	ageclass	massjun	massaug	mgr	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	strain	*isol_growth_condt
Sample1	4	2015_7261_7962	7261_7962	7261_7962	2015	28-May-15	picnic_lower	UV	M	1	Y	1202.726134	3214.963399	26.47680612	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample2	3	2015_7622_7616	7622_7616	7622_7616	2015	9-Jul-15	picnic_lower	UV	M	1	Y	1083.77547	2568.462957	19.53536167	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample3	4	2015_5540_5546	5540_5546	7670_5546	2015	22-Jun-15	picnic_lower	UV	F	7	A	2895.946529	3162.422145	3.506258105	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample4	3	2015_7099_7937	7099_7937	7099_7275	2015	23-Jul-15	picnic_middle	UV	M	3	A	3377.6611	4686.80469	17.22557355	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample5	4	2015_7295_6696	7295_6696	7295_noear	2015	22-Jun-15	picnic_lower	UV	M	2	A	2139.275489	3569.603155	18.82010087	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample6	3	2015_7274_7825	7274_7825	7610_7882	2015	24-Jun-15	picnic_middle	UV	M	1	Y	1357.644088	3116.822904	23.14708968	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample7	4	2015_7204_7213	7204_7213	7204_7213	2015	8-Jun-15	mm_maintalus	UV	M	4	A	3427.930812	5084.904477	21.80228507	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample8	3	2015_7326_6571	7326_6571	noear_6571	2015	2-Jun-15	river_rivermound	DV	F	3	A	2642.661339	3581.804061	12.35714108	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample9	3	2015_7465_7386	7465_7386	7465_7386	2015	13-Jul-15	river_southmound	DV	F	0	P	388.6572909	1445.850183	13.91043279	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample10	3	2015_6671_7436	6671_7436	6671_7436	2015	4-Jun-15	gothictown	DV	M	1	Y	1764.80597	4269.659085	32.95859362	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample11	4	2015_7584_6694	7584_6694	7584_6694	2015	28-Jun-15	stonefield_main	UV	F	3	A	2235.29655	2863.276633	8.262895829	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample12	3	2015_7538_7006	7538_7006	7538_7006	2015	2-Jun-15	bench	DV	M	1	Y	1667.940393	3694.670924	26.66750699	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample13	3	2015_6439_6329	6439_6329	6439_6325	2015	14-Jun-15	river_southmound	DV	F	5	A	3352.504431	4384.017217	13.57253666	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample14	3	2015_6738_6747	6738_6747	6738_6747	2015	29-Jun-15	rvannex	DV	F	6	A	2716.745213	2774.56614	0.760801671	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample15	4	2015_7817_7808	7817_7808	noear_7634	2015	2-Jun-15	bench	DV	M	1	Y	1608.450954	5021.385964	44.90703961	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample16	3	2015_7659_7671	7659_7671	7853_7858	2015	18-Jun-15	gothictown	DV	M	1	Y	1592.229595	3800.778719	29.05985689	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample17	4	2015_6385_6342	6385_6342	6385_6342	2015	21-Jun-15	mm_aspen	UV	F	5	A	2971.378021	3803.988529	10.95540142	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample18	3	2015_7307_7309	7307_7309	7307_7309	2015	21-Jun-15	mm_maintalus	UV	M	3	A	2971.992571	4513.780258	20.28668009	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample19	4	2015_7011_7909	7011_7909	7011_7909	2015	22-May-15	bench	DV	F	3	A	2981.978284	3777.89389	10.47257376	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample20	3	2015_7526_7995	7526_7995	7526_7995	2015	17-Jul-15	gothictown	DV	M	3	A	3609.320862	5343.049633	22.81222067	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample21	4	2015_7810_7238	7810_7238	7810_7238	2015	3-Jun-15	bench	DV	F	1	Y	1574.563177	2832.546126	16.55240722	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample22	3	2015_6813_7907	6813_7907	6813_7907	2015	12-Jul-15	river_southmound	DV	F	4	A	2899.916618	3615.848164	9.420151921	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample23	4	2015_7301_7302	7301_7302	7301_7302	2015	4-Jun-15	cliff_upper	UV	M	1	Y	1477.364772	3390.93911	25.17860971	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample24	3	2015_7652_7619	7652_7619	7652_7619	2015	12-Jun-15	northpk	UV	F	1	Y	1105.557665	2770.92653	21.91274822	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample25	4	2015_7663_7620	7663_7620	7663_7620	2015	10-Jul-15	boulder	UV	M	1	Y	1540.507772	3302.880938	23.18912061	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample26	3	2015_7560_7868	7560_7868	7560_7643	2015	28-May-15	picnic_lower	UV	F	1	Y	1131.793359	2799.552545	21.94419982	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample27	4	2015_6931_6721	6931_6721	6931_6721	2015	23-Jun-15	picnic_lower	UV	M	6	A	3261.311486	5465.223097	28.99883699	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample28	3	2015_7304_7312	7304_7312	7304_7312	2015	21-Jun-15	mm_maintalus	UV	M	1	Y	1174.592169	2817.264909	21.614115	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample29	4	2015_6794_6799	6794_6799	7208_7447	2015	29-May-15	picnic_lower	UV	F	6	A	2861.671759	4106.545205	16.37991376	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample30	3	2015_6683_6584	6683_6584	7767_6584	2015	23-Jul-15	picnic_lower	UV	M	2	A	2233.412298	3709.961362	19.42827716	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample31	4	2015_7623_7612	7623_7612	7623_7612	2015	22-Jun-15	picnic_lower	UV	F	1	Y	1021.878065	2552.659247	20.14185766	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample32	3	2015_7279_7197	7279_7197	7118_7197	2015	22-Jun-15	picnic_lower	UV	F	2	A	2147.91376	3412.486477	16.6391147	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample33	4	2015_7300_7374	7300_7374	7300_7374	2015	23-Jul-15	picnic_upper	UV	M	2	A	2237.555647	3730.688233	19.64648139	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample34	3	2016_7635_7645	7635_7645	7635_7645	2016	3-Jul-16	northpk	UV	F	1	Y	906.6451775	2504.564882	21.02525927	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample35	4	2016_7715_7716	7715_7716	7715_7716	2016	26-Jun-16	mm_maintalus	UV	F	1	Y	1419.651965	3647.348129	29.31179163	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample36	3	2016_6835_6898	6835_6898	7714_7241	2016	14-Jun-16	boulder	UV	F	6	A	3031.996445	3766.739805	9.667675789	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample37	4	2016_6612_6640	6612_6640	6612_6640	2016	21-Jul-16	gothictown	DV	F	2	A	2208.960823	2823.807069	8.090082184	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample38	3	2016_7559_7225	7559_7225	7559_7225	2016	3-Jul-16	northpk	UV	F	4	A	2744.938959	3785.514388	13.69178196	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample39	4	2016_7810_7238	7810_7238	7810_8408	2016	19-Jul-16	avalanche	DV	F	2	A	2031.221599	3467.849781	18.90300239	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample40	3	2016_6794_6799	6794_6799	7208_6069	2016	28-Jun-16	picnic_lower	UV	F	7	A	2930.059404	3743.78238	10.70688126	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample41	3	2016_6813_7907	6813_7907	6813_7907	2016	22-Jun-16	river_southmound	DV	F	5	A	3028.070372	4246.001577	16.02541059	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample42	3	2016_7872_7873	7872_7873	7872_7873	2016	6-Jul-16	river_sprucemound	DV	F	1	Y	1319.365637	2886.650408	20.62216804	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample43	4	2016_7351_7361	7351_7361	8055_8058	2016	17-Jun-16	boulder	UV	F	1	Y	1107.603005	2725.51924	21.28837151	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample44	3	2016_7307_7309	7307_7309	7307_8077	2016	12-Jun-16	mm_maintalus	UV	M	4	A	2817.244301	4671.307447	24.39556771	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample45	4	2016_7310_7303	7310_7303	7851_7303	2016	3-Jul-16	gothictown	DV	F	2	A	1892.021234	3212.856066	17.37940568	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample46	3	2016_7300_7374	7300_7374	7300_7374	2016	13-Jul-16	picnic_lower	UV	M	3	A	2915.322284	4207.955589	17.00833296	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample47	4	2016_7862_7820	7862_7820	7862_7820	2016	19-May-16	gothictown	DV	M	2	A	2568.576673	3792.512837	16.10442321	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample48	3	2016_7011_7909	7011_7909	7011_7909	2016	20-Jul-16	river_southmound	DV	F	4	A	3123.076079	4472.598111	17.75686884	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample49	4	2016_7279_7197	7279_7197	7118_7197	2016	30-Jun-16	picnic_middle	UV	F	3	A	2411.507524	3304.292641	11.74717259	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample50	3	2016_8196_8200	8196_8200	8196_8200	2016	6-Jul-16	bench	DV	M	2	A	2194.78472	3515.013214	17.37142755	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample51	4	2016_8161_8167	8161_8167	8161_8167	2016	11-Jul-16	northpk	UV	M	2	A	1940.94203	3166.939403	16.13154438	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample52	3	2016_5540_5546	5540_5546	7670_7601	2016	27-Jul-16	picnic_lower	UV	F	8	A	2645.274398	3108.654207	6.09710275	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample53	4	2016_7274_7825	7274_7825	7610_7825	2016	3-Jun-16	picnic_lower	UV	M	2	A	2562.295186	4701.023228	28.14115845	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample54	3	2016_7584_6694	7584_6694	7584_6694	2016	27-Jun-16	stonefield_main	UV	F	4	A	2187.941771	2944.659993	9.956818711	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample55	4	2016_7705_7706	7705_7706	7705_7706	2016	2-Jun-16	picnic_lower	UV	M	1	Y	1013.126585	3256.012317	29.51165437	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample56	3	2016_7698_7699	7698_7699	7698_7699	2016	12-Jun-16	mm_aspen	UV	F	1	Y	1029.78971	2755.244017	22.70334614	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample57	4	2016_7463_7455	7463_7455	7463_7455	2016	20-Jul-16	river_southmound	DV	M	1	Y	1766.786825	3406.240449	21.57175821	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample58	3	2016_6683_6584	6683_6584	7475_6584	2016	3-Jul-16	picnic_upper	UV	M	3	A	2641.397008	4259.06205	21.28506634	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample59	4	2016_7187_7189	7187_7189	7775_6669	2016	3-Aug-16	gothictown	DV	F	4	A	2997.61572	4086.525592	14.32776147	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample60	3	2016_7722_7723	7722_7723	7722_7723	2016	3-Jul-16	boulder	UV	M	1	Y	1355.387567	3611.367747	29.68394974	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample61	4	2016_7470_6615	7470_6615	7248_6615	2016	7-Jun-16	river_southmound	DV	M	1	Y	1935.033217	4348.404306	31.75488275	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample62	3	2016_6641_7397	6641_7397	6641_7474	2016	5-Jun-16	gothictown	DV	M	1	Y	1273.806407	3706.15556	32.00459412	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample63	3	2016_8173_8060	8173_8060	8173_8060	2016	2-Aug-16	river_rivermound	DV	M	2	A	2008.490477	3222.209994	15.96999364	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample64	3	2016_7590_7023	7590_7023	7936_7023	2016	3-Jul-16	northpk	UV	F	4	A	2588.264239	3373.885111	10.33711674	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample65	3	2016_7784_7785	7784_7785	7784_7785	2016	2-Aug-16	river_rivermound	DV	M	1	Y	797.2823892	2638.486138	24.22636512	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample66	3	2016_8010_8014	8010_8014	8010_8014	2016	20-Jul-16	avalanche	DV	M	2	A	2224.327805	3539.525757	17.30523621	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample67	4	2016_7289_6695	7289_6695	6388_6695	2016	16-Jun-16	picnic_lower	UV	F	3	A	2324.640168	3372.77433	13.79123897	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample68	3	2016_7761_7764	7761_7764	7460_7764	2016	11-Jul-16	northpk	UV	M	1	Y	831.8220458	3364.736588	33.32782292	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample69	3	2016_7983_7961	7983_7961	7983_7961	2016	8-Jun-16	river_sprucemound	DV	M	3	A	3082.562643	4451.540073	18.01286092	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample70	3	2016_8140_8141	8140_8141	8140_8141	2016	1-Aug-16	stonefield_main	UV	M	2	A	2647.881068	4439.895977	23.57914354	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample71	3	2016_7365_7368	7365_7368	7365_7368	2016	16-Jun-16	picnic_lower	UV	F	2	A	1975.897644	3273.73612	17.07682205	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample72	3	2016_5285_5088	5285_5088	7028_6171	2016	26-May-16	mm_maintalus	UV	F	10	A	2713.71427	3615.146073	11.86094478	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample73	4	2016_7889_7787	7889_7787	7889_7809	2016	24-Jun-16	river_rivermound	DV	F	1	Y	893.9157413	2392.941036	19.72401704	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample74	3	2016_7720_7721	7720_7721	7720_7721	2016	26-May-16	mm_maintalus	UV	M	1	Y	1396.019168	3370.949431	25.98592451	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample75	4	2016_7717_7735	7717_7735	7717_7735	2016	17-Jun-16	boulder	UV	M	1	Y	1279.2501	3514.625066	29.4128285	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample76	3	2016_7751_7752	7751_7752	7751_7752	2016	28-Jun-16	picnic_lower	UV	M	1	Y	1016.330625	2933.777503	25.22956418	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample77	4	2016_7606_7647	7606_7647	7606_7647	2016	10-Jul-16	northpk	UV	F	1	Y	923.8145958	2523.612005	21.04996591	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample78	3	2016_7099_7937	7099_7937	7099_7275	2016	2-Jun-16	picnic_lower	UV	M	4	A	3317.713837	4860.021912	20.2935273	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample79	4	2016_7659_7671	7659_7671	7853_7858	2016	26-May-16	mm_maintalus	UV	M	2	A	2443.294016	4312.532066	24.5952375	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample80	3	2016_7398_7399	7398_7399	7398_7399	2016	11-Jul-16	northpk	UV	F	1	Y	837.3865491	2351.500583	19.92255308	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample81	4	2016_6796_6484	6796_6484	6786_7551	2016	14-Jun-16	northpk	UV	M	7	A	3342.034525	5524.379657	28.71506753	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample82	3	2016_6647_6634	6647_6634	6647_4786	2016	12-Jul-16	picnic_lower	UV	F	3	A	2204.284334	3409.707118	15.86082611	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample83	4	2016_7526_7995	7526_7995	7526_7995	2016	22-Jun-16	gothictown	DV	M	4	A	3696.646467	5599.024314	25.03128746	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample84	3	2017_8424_8420	8424_8420	8424_8420	2017	19-Jun-17	avalanche	DV	M	2	A	2405.464072	3766.504765	17.90843017	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample85	4	2017_7381_8185	7381_8185	7381_8185	2017	3-Jul-17	boulder	UV	M	2	A	2202.94004	3557.291903	17.82041925	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample86	3	2017_8051_8062	8051_8062	8051_8164	2017	5-Jul-17	mm_maintalus	UV	M	1	Y	1497.352601	4108.701732	34.35985699	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample87	4	2017_6796_6484	6796_6484	6786_7551	2017	7-Jul-17	northpk	UV	M	8	A	3409.499148	5591.150461	28.70593833	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample88	3	2017_7351_7361	7351_7361	8055_8058	2017	7-Jul-17	northpk	UV	F	2	A	2073.169267	3857.407435	23.476818	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample89	4	2017_6683_6584	6683_6584	4415_6584	2017	9-Jun-17	picnic_upper	UV	M	4	A	2829.419705	4667.713543	24.18807682	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample90	3	2017_7526_7995	7526_7995	7526_7995	2017	12-Jun-17	gothictown	DV	M	5	A	3754.121359	5815.19533	27.11939436	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample91	4	2017_7698_7699	7698_7699	7698_7699	2017	18-Jun-17	mm_maintalus	UV	F	2	A	1798.824194	3339.81649	20.27621442	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample92	3	2017_6612_6640	6612_6640	6612_6640	2017	11-Jul-17	gothictown	DV	F	3	A	2629.485536	3193.129172	7.416363632	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample93	3	2017_7300_7374	7300_7374	7300_7374	2017	8-Jun-17	picnic_lower	UV	M	4	A	2949.36321	4537.748303	20.89980386	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample94	3	2017_8024_8025	8024_8025	8024_8025	2017	5-Jun-17	mm_maintalus	UV	M	1	Y	1367.710115	3367.157513	26.30851839	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample95	4	2017_8082_8083	8082_8083	8082_8095	2017	20-Jul-17	northpk	UV	M	1	Y	1084.053014	2778.280704	22.29246961	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample96	3	2017_8056_8096	8056_8096	8056_8096	2017	7-Jul-17	northpk	UV	M	1	Y	866.802846	2238.017495	18.04229801	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample97	4	2017_8026_8027	8026_8027	8026_8027	2017	3-Jul-17	mm_aspen	UV	M	1	Y	1127.17019	3186.910618	27.10184774	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample98	3	2017_6794_6799	6794_6799	7208_7447	2017	6-Jul-17	picnic_lower	UV	F	8	A	2847.262699	3780.650646	12.28142036	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample99	3	2017_6127_7339	6127_7339	6127_8186	2017	8-Jun-17	picnic_lower	UV	F	5	A	2671.233591	3878.480267	15.88482468	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample100	3	2017_6813_7907	6813_7907	6813_7907	2017	30-May-17	river_southmound	DV	F	6	A	2953.453753	4006.865374	13.86067922	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample101	4	2017_8143_8144	8143_8144	8143_8144	2017	22-Jun-17	northpk	UV	F	1	Y	896.5458653	2568.75129	22.00270296	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample102	3	2017_7889_7787	7889_7787	7889_7809	2017	30-Jun-17	river_rivermound	DV	F	2	A	2228.177169	3065.557237	11.01815879	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample103	3	2017_6687_6677	6687_6677	7191_7646	2017	30-May-17	river_sprucemound	DV	F	5	A	2870.801866	3867.224344	13.11082208	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample104	3	2017_7307_7309	7307_7309	7307_8077	2017	4-Jun-17	mm_aspen	UV	M	5	A	2793.594163	4808.365647	26.51015111	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample105	4	2017_8140_8141	8140_8141	8140_8141	2017	9-Jul-17	stonefield_main	UV	M	3	A	3234.156806	4962.830858	22.74571121	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample106	3	2017_7705_7706	7705_7706	7705_7706	2017	9-Jun-17	picnic_lower	UV	M	2	A	2013.06439	3563.613802	20.40196595	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample107	3	2017_7326_6571	7326_6571	noear_6571	2017	14-Jun-17	river_sprucemound	DV	F	5	A	2760.978045	4091.990236	17.5133183	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample108	3	2017_8102_8132	8102_8132	8102_8132	2017	28-Jun-17	gothictown	DV	M	1	Y	1609.367204	4001.687273	31.47789564	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample109	4	2017_7407_7412	7407_7412	7407_7412	2017	19-Jul-17	cliff_upper	UV	F	4	A	2851.889818	4092.127353	16.31891493	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample110	3	2017_5540_5546	5540_5546	7670_5546	2017	23-Jun-17	picnic_upper	UV	F	9	A	2478.665454	4125.278315	21.6659587	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample111	3	2017_8052_8452	8052_8452	8052_8452	2017	9-Jul-17	stonefield_main	UV	F	2	A	2288.54999	4555.935572	29.83402082	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample112	3	2017_7635_7645	7635_7645	7635_7645	2017	7-Jul-17	boulder	UV	F	2	A	1856.060799	3287.214767	18.83097326	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample113	3	2017_8173_8060	8173_8060	8173_8060	2017	12-Jul-17	river_southmound	DV	M	3	A	2682.707718	4316.028944	21.49106876	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample114	3	2017_7187_7189	7187_7189	7187_7189	2017	25-Jul-17	gothictown	DV	F	5	A	3048.979242	4192.015471	15.03995038	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample115	4	2017_8051_8062	8051_8062	8445_8164	2017	14-Jul-17	mm_maintalus	UV	M	1	Y	1497.352601	4108.701732	34.35985699	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample116	3	2017_7733_7734	7733_7734	7733_7734	2017	4-Jun-17	mm_maintalus	UV	F	2	A	1648.982546	3122.206803	19.3845297	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample117	4	2018_8265_6223	8265_6223	8265_6223	2018	18-May-18	gothictown	DV	F	2	A	2429.424437	3356.367789	12.19662305	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample118	3	2018_7381_8185	7381_8185	7381_8185	2018	27-Jul-18	boulder	UV	M	3	A	2973.070088	4287.584486	17.29624208	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample119	4	2018_8401_8175	8401_8175	8401_8175	2018	12-Jun-18	mm_maintalus	UV	M	1	Y	1755.219128	3346.524805	20.93823259	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample120	3	2018_7983_7961	7983_7961	7983_7961	2018	4-Jun-18	river_rivermound	DV	M	5	A	3449.396237	4752.854973	17.15077284	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample121	4	2018_6218_6213	6218_6213	6218_6213	2018	18-Jun-18	gothictown	DV	M	1	Y	1957.533017	4210.672536	29.64657262	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample122	3	2018_8209_8101	8209_8101	8209_8101	2018	31-May-18	picnic_lower	UV	F	2	A	1977.672886	3517.075071	20.25529191	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample123	4	2018_7733_7734	7733_7734	7733_7734	2018	12-Jun-18	mm_maintalus	UV	F	3	A	2077.929757	2981.045757	11.88310526	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample124	3	2018_8595_8593	8595_8593	8595_8593	2018	17-Jul-18	avalanche	DV	M	2	A	2750.181746	4241.671503	19.62486522	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample125	4	2018_6385_6342	6385_6342	8072_6342	2018	27-Jun-18	mm_maintalus	UV	F	8	A	3100.917531	3983.362131	11.61111316	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample126	3	2018_4408_8176	4408_8176	4408_8176	2018	2-Jul-18	gothictown	DV	F	1	Y	2055.806153	3510.935042	19.14643275	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample127	3	2018_8261_8320	8261_8320	8261_8316	2018	24-Jun-18	picnic_lower	UV	M	1	Y	1712.386214	3115.28672	18.45921718	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample128	3	2018_8196_8200	8196_8200	8196_8200	2018	17-Jul-18	bench	DV	M	4	A	3108.896762	4394.912277	16.92125678	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample129	3	2018_7300_7374	7300_7374	7300_7374	2018	11-Jul-18	picnic_lower	UV	M	5	A	3370.678929	4547.464725	15.48402363	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample130	3	2018_8340_8334	8340_8334	8340_8334	2018	5-Jul-18	bench	DV	F	1	Y	1349.281124	2651.642486	17.13633371	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample131	4	2018_6796_6484	6796_6484	6786_7551	2018	26-Jul-18	northpk	UV	M	9	A	3660.772137	5335.806969	22.039932	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample132	3	2018_8312_8283	8312_8283	8312_8283	2018	24-Jul-18	cliff_upper	UV	M	3	A	3174.747309	3858.653702	8.998768329	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
Sample133	4	2018_8272_8268	8272_8268	8272_8268	2018	8-Jun-18	avalanche	DV	M	1	Y	1736.021312	3670.076769	25.44809812	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
